0.010,0
0.020,0
0.030,0
0.040,0
0.050,0
0.060,0
0.070,0
0.080,0
0.090,0
0.100,0
0.110,0
0.120,0
0.130,0
0.140,0
0.150,0
0.160,0
0.170,0
0.180,0
0.190,0
0.200,0
0.210,0
0.220,0
0.230,0
0.240,0
0.250,0
0.260,0
0.270,0
0.280,0
0.290,0
0.300,0
0.310,0
0.320,0
0.330,0
0.340,0
0.350,0
0.360,0
0.370,0
0.380,0
0.390,0
0.400,0
0.410,0
0.420,0
0.430,0
0.440,0
0.450,0
0.460,0
0.470,0
0.480,0
0.490,0
0.500,0
0.510,0
0.520,0
0.530,0
0.540,0
0.550,0
0.560,0
0.570,0
0.580,0
0.590,0
0.600,0
0.610,0
0.620,0
0.630,0
0.640,0
0.650,0
0.660,0
0.670,0
0.680,0
0.690,0
0.700,0
0.710,0
0.720,0
0.730,0
0.740,0
0.750,0
0.760,0
0.770,0
0.780,0
0.790,0
0.800,0
0.810,0
0.820,0
0.830,0
0.840,0
0.850,0
0.860,0
0.870,0
0.880,0
0.890,0
0.900,0
0.910,0
0.920,0
0.930,0
0.940,0
0.950,0
0.960,0
0.970,0
0.980,0
0.990,0
1.000,0
1.010,0
1.020,0
1.030,0
1.070,0
1.080,0
1.091,0
1.114,0
1.130,0
1.146,0
1.162,0
1.178,0
1.188,0
1.198,0
1.214,0
1.230,0
1.246,0
1.262,0
1.278,0
1.288,0
1.298,0
1.318,0
1.333,0
1.343,0
1.389,0
1.411,0
1.421,0
1.506,0
1.531,0
1.573,0
1.601,0
1.613,0
1.624,0
1.634,0
1.644,0
1.654,0
1.664,0
1.674,0
1.684,0
1.694,0
1.705,0
1.715,0
1.725,0
1.735,0
1.745,0
1.755,0
1.765,0
1.775,0
1.785,0
1.798,0
1.810,0
1.820,0
1.830,0
1.848,0
1.858,0
1.868,0
1.878,0
1.888,0
1.907,0
1.917,0
1.927,0
1.937,0
1.947,0
1.957,0
1.967,0
1.977,0
1.987,0
1.997,0
2.007,0
2.017,0
2.027,0
2.038,0
2.049,0
2.059,0
2.069,0
2.079,0
2.089,0
2.100,0
2.110,0
2.120,0
2.130,0
2.140,0
2.150,0
2.160,0
2.170,0
2.181,0
2.191,0
2.201,0
2.211,0
2.221,0
2.231,0
2.241,0
2.251,0
2.261,0
2.272,0
2.282,0
2.292,0
2.302,0
2.312,0
2.322,0
2.332,0
2.342,0
2.353,0
2.363,0
2.373,0
2.383,0
2.393,0
2.403,0
2.415,0
2.425,0
2.435,0
2.445,0
2.455,0
2.466,0
2.476,0
2.487,0
2.497,0
2.507,0
2.517,0
2.527,0
2.537,0
2.547,0
2.557,0
2.567,0
2.577,0
2.589,0
2.607,0
2.621,0
2.631,0
2.654,0
2.675,0
2.706,0
2.731,0
2.743,0
2.753,0
2.768,0
2.781,0
2.800,0
2.839,0
2.858,0
2.869,0
2.881,0
2.897,0
2.911,0
2.921,0
2.931,0
2.941,0
2.963,0
2.973,0
2.988,0
2.998,0
3.010,0
3.021,0
3.031,0
3.041,0
3.051,0
3.063,0
3.073,0
3.084,0
3.095,0
3.105,1
3.115,1
3.158,1
3.168,1
3.178,1
3.188,1
3.236,30
3.246,30
3.256,30
3.266,30
3.308,59
3.318,59
3.328,59
3.338,59
3.348,59
3.380,88
3.390,88
3.400,88
3.423,117
3.433,117
3.443,117
3.453,117
3.472,117
3.482,117
3.492,117
3.502,117
3.512,117
3.565,146
3.575,146
3.585,146
3.595,146
3.608,146
3.665,175
3.675,175
3.685,175
3.695,175
3.724,204
3.734,204
3.778,233
3.788,233
3.824,262
3.834,262
3.844,262
3.854,262
3.890,291
3.900,291
3.937,320
3.948,320
3.987,349
3.997,349
4.007,349
4.017,349
4.027,349
4.056,349
4.067,378
4.077,378
4.088,378
4.098,378
4.130,378
4.140,407
4.150,407
4.160,407
4.170,407
4.181,407
4.191,407
4.212,407
4.222,436
4.232,436
4.242,436
4.252,436
4.262,436
4.273,436
4.296,465
4.306,465
4.317,465
4.327,465
4.359,494
4.369,494
4.420,523
