seq,2.397,1
seq,4.442,1501
seq,4.486,3001
seq,5.470,4501
seq,5.517,6001
seq,5.565,7501
seq,5.619,9001
seq,6.500,10501
seq,6.551,12001
seq,6.623,13501
seq,6.671,15001
seq,6.726,16501
seq,6.775,18001
seq,6.823,19501
seq,6.871,21001
seq,7.539,22501
seq,7.587,24001
seq,7.635,25501
seq,7.683,27001
seq,7.732,28501
seq,7.779,30001
seq,7.827,31501
seq,7.876,33001
seq,7.924,34501
seq,7.970,36001
seq,8.018,37501
seq,8.070,39001
seq,8.127,40501
seq,8.186,42001
seq,8.235,43501
seq,8.283,45001
seq,8.579,46501
seq,8.642,48001
seq,8.696,49501
seq,8.744,51001
seq,8.797,52501
seq,8.819,54001
seq,8.844,55501
seq,8.896,57001
seq,8.947,58501
ack,2.397,1501
ack,4.442,3001
ack,4.486,4501
ack,5.470,6001
ack,5.517,7501
ack,5.565,9001
ack,5.619,10501
ack,6.500,12001
ack,6.551,13501
ack,6.623,15001
ack,6.671,16501
ack,6.726,18001
ack,6.775,19501
ack,6.823,21001
ack,6.871,22501
ack,7.539,24001
ack,7.587,25501
ack,7.635,27001
ack,7.683,28501
ack,7.732,30001
ack,7.779,31501
ack,7.827,33001
ack,7.876,34501
ack,7.924,36001
ack,7.970,37501
ack,8.018,39001
ack,8.070,40501
ack,8.127,42001
ack,8.187,43501
ack,8.235,45001
ack,8.283,46501
ack,8.579,48001
ack,8.642,49501
ack,8.696,51001
ack,8.744,52501
ack,8.797,54001
ack,8.819,55501
ack,8.844,57001
ack,8.896,58501
ack,8.948,60001
