0.010,0
0.020,0
0.030,0
0.040,0
0.058,0
0.073,0
0.087,0
0.101,0
0.111,0
0.121,0
0.131,0
0.141,0
0.158,0
0.173,0
0.188,0
0.200,0
0.210,0
0.220,0
0.230,0
0.240,0
0.257,0
0.269,0
0.283,0
0.293,0
0.303,0
0.313,0
0.323,0
0.333,0
0.355,0
0.366,0
0.376,0
0.389,0
0.399,0
0.410,0
0.420,0
0.430,0
0.440,0
0.451,0
0.467,0
0.482,0
0.492,0
0.502,0
0.512,0
0.522,0
0.532,0
0.542,0
0.553,0
0.566,0
0.579,0
0.589,0
0.599,0
0.609,0
0.619,0
0.629,0
0.639,0
0.649,0
0.660,0
0.670,0
0.680,0
0.690,0
0.700,0
0.710,0
0.720,0
0.730,0
0.740,0
0.755,0
0.769,0
0.782,0
0.792,0
0.802,0
0.812,0
0.822,0
0.832,0
0.842,0
0.855,0
0.868,0
0.878,0
0.888,0
0.898,0
0.908,0
0.918,0
0.928,0
0.938,0
0.949,0
0.959,0
0.969,0
0.981,0
0.991,0
1.001,0
1.011,0
1.021,0
1.031,0
1.077,0
1.087,0
1.097,0
1.107,0
1.117,0
1.127,0
1.137,0
1.147,0
1.157,0
1.167,0
1.177,0
1.187,0
1.197,0
1.208,0
1.219,0
1.235,0
1.253,0
1.263,0
1.277,0
1.287,0
1.299,0
1.316,0
1.326,0
1.336,0
1.346,0
1.357,0
1.368,0
1.378,0
1.391,0
1.401,0
1.411,0
1.426,0
1.443,0
1.478,0
1.527,0
1.541,0
1.577,0
1.587,0
1.611,0
1.621,0
1.631,0
1.641,0
1.651,0
1.664,0
1.674,0
1.697,0
1.707,0
1.717,0
1.728,0
1.738,0
1.748,0
1.774,0
1.794,0
1.804,0
1.814,0
1.825,0
1.835,0
1.846,0
1.858,0
1.873,0
1.885,0
1.900,0
1.910,0
1.920,0
1.930,0
1.940,0
1.950,0
1.960,0
1.970,0
1.980,0
1.994,0
2.004,0
2.014,0
2.024,0
2.034,0
2.044,0
2.054,0
2.064,0
2.074,0
2.087,0
2.100,0
2.111,0
2.121,0
2.131,0
2.141,0
2.152,0
2.162,0
2.183,0
2.193,0
2.203,0
2.217,0
2.227,0
2.237,0
2.247,0
2.257,0
2.267,0
2.283,0
2.303,0
2.319,0
2.330,0
2.340,0
2.350,0
2.360,0
2.383,0
2.402,0
2.416,0
2.426,0
2.436,0
2.446,0
2.456,0
2.466,0
2.476,0
2.486,0
2.502,0
2.512,0
2.522,0
2.532,0
2.542,0
2.552,0
2.563,0
2.583,0
2.593,0
2.604,0
2.614,0
2.627,0
2.637,0
2.647,0
2.663,0
2.675,0
2.685,0
2.703,0
2.719,0
2.737,0
2.747,0
2.763,0
2.773,0
2.785,0
2.803,0
2.813,0
2.827,0
2.843,0
2.859,0
2.875,0
2.894,0
2.911,0
2.927,0
2.943,0
2.959,0
2.975,0
2.994,0
3.011,0
3.027,0
3.043,0
3.059,0
3.075,0
3.085,0
3.103,0
3.113,0
3.127,0
3.138,1500
3.148,1500
3.172,1500
3.182,1500
3.219,1500
3.235,1500
3.251,1500
3.267,1500
3.293,1500
3.306,1500
3.317,1500
3.327,1500
3.343,1500
3.359,1500
3.375,1500
3.385,1500
3.402,1500
3.424,1500
3.443,1500
3.459,1500
3.475,1500
3.485,1500
3.519,1500
3.529,1500
3.541,1500
3.552,1500
3.567,1500
3.578,1500
3.596,1500
3.614,1500
3.625,1500
3.635,1500
3.653,1500
3.664,1500
3.674,1500
3.684,1500
3.694,1500
3.719,1500
3.729,1500
3.739,1500
3.749,1500
3.767,1500
3.778,1500
3.796,1500
3.809,1500
3.819,1500
3.835,1500
3.845,1500
3.868,1500
3.878,1500
3.892,1500
3.915,1500
3.932,1500
3.947,1500
3.957,1500
3.967,1500
3.985,1500
4.000,1500
4.021,1500
4.035,1500
4.051,1500
4.061,1500
4.076,1500
4.086,1500
4.115,1500
4.135,1500
4.145,1500
4.163,1500
4.174,3000
4.184,3000
4.224,3000
4.234,3000
4.256,4500
4.266,4500
